Company Name,Ticker,Market Cap (mil)
"RXi Pharmaceuticals Corporation","PHIO","1.31"
"Growlife Inc.","PHOT","5.43"
"Pharmagen Inc.","PHRX",".47"
"PHUNWARE INC","PHUN","31.99"
"Panhandle Royalty Company","PHX","63.74"
"Impinj, Inc.","PI","282.51"
"PICO Holdings Inc.","PICO","137.65"
"1347 Property Insurance Holdings, Inc.","PIH","27.69"
"Putnam Master Intermediate Income Trust","PIM","191.09"
"Invesco India ETF","PIN","69.83"
"Alpine Income Property Trust, Inc.","PINE","61.97"
"Active Power, Inc.","PIOE","116.1"
"Pier 1 Imports, Inc.","PIRRQ",".55"
"Pieris Pharmaceuticals, Inc.","PIRS","97.17"
"Shiftpixy, Inc.","PIXY","8.43"
"Parke Bancorp, Inc.","PKBK","113.97"
"Parker Drilling Company","PKDC","97.26"
"Park Electrochemical Corporation","PKE","206.42"
"Park-Ohio Holdings Corp.","PKOH","163.9"
"Cannabis Therapy Corp.","PKPH",".94"
"Parkson Retail Group Ltd.","PKSGY","236.66"
"PLANET GREEN HOLDINGS CORP.","PLAG","32.85"
"Dave & Buster's Entertainment, Inc.","PLAY","148.88"
"Plumas Bancorp","PLBC","80.28"
"The Children's Place, Inc.","PLCE","219.79"
"Platinum Group Metals Ltd.","PLG","58.38"
"China Xiangtai Food Co., Ltd.","PLIN","34.47"
"Piedmont Lithium Limited Sponsored ADR","PLL","31.01"
"Polymet Mining Corp.","PLM","215.67"
"Preformed Line Products Company","PLPC","182.92"
"Pulse Biosciences, Inc","PLSE","130.58"
"Plantronics, Inc.","PLT","223.6"
"Protalix BioTherapeutics, Inc.","PLX","31.75"
"Dipexium Pharmaceuticals, Inc.","PLXP","26.09"
"Playa Hotels & Resorts N.V.","PLYA","249.31"
"PLYMOUTH IND RE","PLYM","159.3"
"Pacific Mercantile Bancorp","PMBC","95.04"
"Nuvilex Inc.","PMCB","46.7"
"Psychemedics Corporation","PMD","32.19"
"Pingtan Marine Enterprise Ltd.","PME","80.08"
"Prime Meridian Holding Company","PMHG","42.53"
"Premier Oil PLC","PMOIY","169.13"
"CPI Card Group Inc.","PMTS","7.3"
"Pioneer Bankshares Inc.","PNBI","22.66"
"Patriot National Bancorp Inc.","PNBK","25.13"
"PennantPark Investment Corporation","PNNT","134.76"
"PrimeEnergy Corporation","PNRG","96.36"
"Paringa Resources Limited Sponsored ADR","PNRLY",".18"
"The Pennant Group, Inc.","PNTG","282.48"
"PRECISION THERAPEUTICS INC.","POAI","5.4"
"POET Technologies Inc.","POETF","49.69"
"Polar Power, Inc.","POLA","11.15"
"Polydex Pharmaceuticals Ltd.","POLXF","3.08"
"United Treatment Centers Inc.","POTN","8.08"
"Powell Industries, Inc.","POWL","181.26"
"Pinnacle Bankshares Corp.","PPBN","40.49"
"Propanc Biopharma Inc","PPCB",".22"
"Positive Physicians Holdings, Inc.","PPHI","41.35"
"MFRI, Inc.","PPIH","56.29"
"Hokutou Holdings International Inc.","PPMH",".2"
"Jingwei International Ltd.","PPPS","41.26"
"Patient Portal Technologies Inc.","PPRG",".33"
"Peoples-Sidney Financial Corp.","PPSF","13.37"
"Pioneer Power Solutions, Inc.","PPSI","15.53"
"PETROTEQ ENERGY","PQEFF","6.9"
"Perceptron, Inc.","PRCP","23.26"
"Predictive Technology Group, Inc.","PRED","140.72"
"PRGX Global, Inc.","PRGX","52.99"
"Premier Holdings Corp","PRHL","1"
"ParkerVision, Inc.","PRKR","12.54"
"Paragon Real Estate Equity and Investment Trust","PRLE",".49"
"Paramount Resources Ltd.","PRMRF","92.09"
"PROFOUND MEDICL","PROF","117.1"
"Propell Technologies Group, Inc.","PROP","1.02"
"Provident Financial Holdings, Inc.","PROV","91.82"
"ProPhase Labs, Inc.","PRPH","22.4"
"PURPLE INNOVATION, INC.","PRPL","101.78"
"Transgenomic, Inc.","PRPO","6.25"
"PURPLEBRICKS GP","PRPPF","232.96"
"ProQR Therapeutics N.V.","PRQR","273"
"Premier Foods PLC.","PRRFY","213.52"
"Portsmouth Square, Inc.","PRSI","46.99"
"PermRock Royalty Trust","PRT","14.36"
"Priority Technology Holdings, Inc.","PRTH","113.91"
"Paratek Pharmaceuticals, Inc.","PRTK","144.81"
"U.S. Auto Parts Network, Inc.","PRTS","50.17"
"Protalex Inc.","PRTX",".28"
"Party City Holdco Inc.","PRTY","25.51"
"Provention Bio, Inc.","PRVB","258.59"
"PreveCeutical Medical Inc.","PRVCF","5.91"
"Proxim Wireless Corp.","PRXM",".07"
"PSB Holdings, Inc.","PSBQ","102.78"
"PositiveID Corp.","PSID","0"
"Power Solutions International, Inc.","PSIX","119.75"
"Petsec Energy Ltd.","PSJEY","7.17"
"Personalis, Inc.","PSNL","157.42"
"Invesco Global Listed Private Equity ETF","PSP","116.08"
"Passur Aerospace Inc.","PSSR","4.51"
"Pluristem Therapeutics, Inc.","PSTI","55.73"
"Postal Realty Trust, Inc.","PSTL","73.3"
"Cytori Therapeutics Inc","PSTV","3.96"
"Nordic American Offshore Ltd","PSV","6.45"
"Principal Solar Inc.","PSWW","4.14"
"Pintec Technology Holdings Ltd.","PT","81.66"
"PolarityTE, Inc.","PTE","23.91"
"Plaintree Systems Inc.","PTEEF","1.02"
"Portugal Telecom SGPS SA","PTGCY","52.89"
"Protagonist Therapeutics, Inc.","PTGX","147.39"
"PANTHEON RESRCS","PTHRF","139.25"
"Proteostasis Therapeutics, Inc.","PTI","66.75"
"Atrinsic Inc.","PTIX","11.9"
"KCAP Financial, Inc.","PTMN","33.64"
"Palatin Technologies, Inc.","PTN","82.55"
"Plastic2Oil, Inc.","PTOI","3.74"
"Petrominerals Corp.","PTRO",".02"
"P.A.M. Transportation Services, Inc.","PTSI","129.33"
"Amerilithium Corp.","PTTN",".41"
"Protective Insurance Corp","PTVCA","160.33"
"Protective Insurance Corp","PTVCB","145.66"
"Pro Travel Network Inc.","PTVL","3.39"
"People's Utah Bancorp","PUB","255.69"
"Pulmatrix, Inc.","PULM","18.35"
"ProPetro Holding Corp.","PUMP","151.63"
"PURE Bioscience","PURE","51.27"
"Penn Virginia Corporation","PVAC","17.13"
"Provident Bancorp, Inc.","PVBC","159.12"
"Pacific Valley Bank","PVBK","28.55"
"Provectus Biopharmaceuticals, Inc.","PVCT","14.85"
"Provision Holding, Inc.","PVHO",".11"
"PERMIANVILLE ROYALTY TRUST","PVL","30.35"
"Power REIT","PW","13.22"
"Pacific West Bank","PWBO","34.49"
"PWRCOR INC","PWCO","18.93"
"I.D. Systems, Inc.","PWFL","83.12"
"Penns Woods Bancorp, Inc.","PWOD","140.54"
"Powin Corp","PWON","94.09"
"Phoenix Footwear Group Inc.","PXFG","1.41"
"usell.com Inc.","PXHI","2.69"
"Pixelworks, Inc.","PXLW","86.35"
"Pyxis Tankers Inc.","PXS","15.99"
"Pharmaxis Ltd.","PXSLY","24.49"
"POXEL SA FRANCE","PXXLF","145.26"
"Praxsyn Corporation","PXYN","3.94"
"PYXUS INTERNATIONAL, INC.","PYX","13.31"
"Paramount Gold Nevada Corp.","PZG","15.1"
"Pzena Investment Management Inc","PZN","267.32"
"PhaseRx, Inc.","PZRXQ",".01"
"Qualstar Corporation","QBAK","5.84"
"Q Biomed Inc.","QBIO","30.3"
"QEP Resources, Inc.","QEP","95.3"
"Q.E.P. Co.","QEPC","46.3"
"Quintana Energy Services Inc.","QES","32.79"
"Quorum Health Corporation","QHC","19.3"
"QuoteMedia Inc.","QMCI","9.23"
"Quantum Corporation","QMCO","58.99"
"QNB Corp.","QNBC","102.6"
"Quaint Oak Bancorp Inc.","QNTO","25.84"
"Quest Resource Holding Corporation.","QRHC","19.37"
"Save The World Air Inc.","QSEP","12.46"
"Quantum Materials Corp.","QTMM","12.93"
"Quotient Limited","QTNT","203.99"
"Wi-LAN Inc","QTRHF","108.22"
"Quaterra Resources Inc.","QTRRF","3.44"
"Quad Graphics, Inc","QUAD","192.64"
"Innovative Beverage Group Holdings Inc.","QUBT","16.75"
"QuickLogic Corporation","QUIK","21.37"
"Qumu Corporation","QUMU","18.03"
"General Automotive Co.","QYBX","1.15"
"Rada Electronics Industries Limited","RADA","95.21"
"Regency Affiliates Inc.","RAFI","22.99"
"China Lending Corporation","RAHGF",".76"
"Freightcar America, Inc.","RAIL","10.09"
"Rand Capital Corporation","RAND","13.91"
"RAPT THERAPTICS","RAPT","258.94"
"RAIT Financial Trust","RASFQ",".05"
"Rave Restaurant Group, Inc.","RAVE","12.72"
"RBB Bancorp","RBB","247.91"
"Ribbon Communications Inc.","RBBN","225.95"
"Rubicon Technology, Inc.","RBCN","21.65"
"Rhinebeck Bancorp, Inc.","RBKB","80.72"
"Reliant Bancorp, Inc.","RBNC","121.51"
"Rubicon Minerals Corp.","RBYCF","43.01"
"Draper Oakwood Technology Acquisition, Inc.","RBZ","1.91"
"RenovaCare Inc.","RCAR","122.29"
"Rocky Brands, Inc.","RCKY","110.1"
"RCM Technologies, Inc.","RCMT","14.51"
"Recon Technology, Ltd.","RCON","5.12"
"Recruiter.com, Group, Inc.","RCRT","3.08"
"PIMCO Strategic Income Fund, Inc.","RCS","262.84"
"Radcom Ltd.","RDCM","75.83"
"Advanced Medical Isotope Corporation","RDGL","4.81"
"Redhill Biopharma Ltd.","RDHL","77.65"
"Reading International Inc","RDI","92.31"
"ALPS REIT Dividend Dogs ETF","RDOG","26.31"
"Radva Corp.","RDVA",".84"
"Red Violet, Inc.","RDVT","209.66"
"Resources Connection, Inc.","RECN","288.89"
"Rediff.com India Ltd.","REDFY",".55"
"RISE Education Cayman Ltd. American Depositary Shares","REDU","176.36"
"Reeds, Inc.","REED","19.04"
"Ree International Inc.","REEI",".17"
"Rare Element Resources Ltd.","REEMF","28.65"
"Medical Cannabis Payment Solutions","REFG","2.13"
"Research Frontiers Incorporated","REFR","87.32"
"Ring Energy, Inc.","REI","46.33"
"Novume Solutions, Inc.","REKR","59.26"
"Richardson Electronics, Ltd.","RELL","47.94"
"Reliv' International, Inc.","RELV","6.36"
"Renren Inc.","RENN","11.69"
"Recro Pharma, Inc.","REPH","153.51"
"Resonant Inc.","RESN","60.05"
"Reconditioned Systems Inc.","RESY","4.78"
"ReTo Eco-Solutions, Inc.","RETO","13.67"
"Revere Bank","REVB","242.99"
"REX American Resources Corporation","REX","230.21"
"Rexahn Pharmaceuticals, Inc.","REXN","5.43"
"Cohen & Steers Total Return Realty Fund, Inc.","RFI","205.97"
"RF Industries, Ltd.","RFIL","35.42"
"Rafael Holdings, Inc.","RFL","177.32"
"Resolute Forest Products Inc.","RFP","190.56"
"RGC Resources Inc.","RGCO","225.77"
"Regenicin Inc.","RGIN","2.9"
"Regulus Therapeutics Inc.","RGLS","9.26"
"Reign Sapphire Corp","RGNP",".64"
"RegeneRx Biopharmaceuticals Inc.","RGRX","22.68"
"Regis Corporation","RGS","267.81"
"Real Goods Solar, Inc.","RGSEQ",".24"
"Regi U.S. Inc.","RGUS","8.3"
"Adcare Health Systems Inc","RHE","1.3"
"Rhino Resource Partners LP","RHNO","3.81"
"RiceBran Technologies","RIBT","19.59"
"RCI Hospitality Holdings, Inc.","RICK","66.93"
"Rigel Pharmaceuticals, Inc.","RIGL","214.08"
"BRAVEHEART RES","RIINF","10.16"
"Bioptix, Inc.","RIOT","16.08"
"RIVERVIEW FINL","RIVE","59.08"
"Arcadia Biosciences, Inc.","RKDA","20.49"
"RocketFuel Blockchain, Inc.","RKFL","68.43"
"Real Brands, Inc.","RLBD","2.29"
"Reliability Inc.","RLBY","51"
"Radiant Logistics, Inc.","RLGT","156.48"
"Realogy Holdings Corp.","RLGY","263.93"
"Red Lion Hotels Corporation","RLH","42.35"
"Arc Group, Inc.","RLLY","6.69"
"Regional Management Corp.","RM","125.71"
"RE/MAX Holdings, Inc.","RMAX","258.07"
"Richmond Mutual Bancorporation, Inc.","RMBI","131.07"
"RumbleON, Inc.","RMBL","8.2"
"Rocky Mountain Chocolate Factory, Inc.","RMCF","32.81"
"Ra Medical Systems, Inc.","RMED","16.11"
"Rimini Street, Inc.","RMNI","263.18"
"Royce Micro-Cap Trust Inc.","RMT","189.45"
"Rockwell Medical, Inc.","RMTI","130.5"
"Randolph Bancorp, Inc.","RNDB","44.1"
"RigNet, Inc.","RNET","38.76"
"Ranger Energy Services, Inc.","RNGR","56.41"
"RENEURON GP PLC","RNUGF","30.24"
"Rennova Health, Inc.","RNVA",".96"
"RealNetworks, Inc.","RNWK","16.01"
"Rockford Corp.","ROFO","71.38"
"KLR Energy Acquisition Corp.","ROSE","14.17"
"Royale Energy Inc.","ROYL","4.7"
"Pacific Coast Oil Trust","ROYT","6.91"
"Virtual Piggy Inc.","RPMT","26.2"
"Reliq Health Technologies Inc.","RQHTF","22.79"
"Red River Bancshares, Inc.","RRBI","284.94"
"R.R. Donnelley & Sons Company","RRD","87.93"
"Red Robin Gourmet Burgers, Inc.","RRGB","66.9"
"Rock Ridge Resources Inc.","RRRI","1.29"
"Roadrunner Transportation Systems, Inc","RRTS","249.53"
"RESAAS Services Inc.","RSASF","11.97"
"Choose Rain, Inc.","RSAU",".86"
"Risk Industries Inc.","RSKIA","39.71"
"EnteroMedics Inc.","RSLS","1.59"
"Cortex Pharmaceuticals Inc.","RSPI",".14"
"Research Solutions Inc.","RSSS","65.15"
"Rosetta Stone","RST","285.79"
"RESTAURANT GRP","RSTGF","251.33"
"VanEck Vectors Retail ETF","RTH","61.59"
"RTI Surgical, Inc.","RTIX","146.89"
"Ritter Pharmaceuticals, Inc.","RTTR","1.92"
"RTW RETAILWINDS, INC.","RTW","10.02"
"The Rubicon Project, Inc.","RUBI","275.75"
"Ruth's Hospitality Group, Inc.","RUTH","121.95"
"Retail Value Inc.","RVI","284.16"
"Revolution Lighting Technologies, Inc.","RVLT","1.57"
"Retractable Technologies, Inc.","RVP","34.96"
"Riverview Bancorp Inc","RVSB","111.69"
"ReWalk Robotics Ltd","RWLK","6.34"
"Progressive Care, Inc.","RXMD","15.24"
"Rayonier Advanced Materials Inc.","RYAM","61.91"
"RYB Education, Inc. Sponsored ADR","RYB","83.54"
"Amira Nature Foods Ltd","RYCE","11.99"
"Ryerson Holding Corporation","RYI","156.93"
"Chromedx Corp.","RYMDF","16.14"
"Antriabio, Inc.","RZLT","26.4"
"South Atlantic Bancshares, Inc.","SABK","63.05"
"Sachem Capital Corp.","SACH","27.2"
"Sadlier","SADL","28.85"
"SAExploration Holdings, Inc.","SAEX","4.3"
"Salisbury Bancorp, Inc.","SAL","82.03"
"Salem Media Group, Inc.","SALM","21.07"
"Scorpio Bulkers Inc.","SALT","149.32"
"Silvercrest Asset Management Group Inc.","SAMG","126.22"
"S&W Seed Company","SANW","65.13"
"Saratoga Investment Corp","SAR","93.93"
"Pain Therapeutics","SAVA","65.43"
"Safe Bulkers, Inc","SB","100.27"
"Strongbridge Biopharma PLC","SBBP","85.17"
"SB ONE BANCORP","SBBX","108.37"
"SB Financial Group, Inc.","SBFG","82.41"
"Suncrest Bank","SBKK","104.89"
"SilverBow Resources Inc.","SBOW","27.51"
"Spring Bank Pharmaceuticals, Inc.","SBPH","15.19"
"Spanish Broadcasting System, Inc.","SBSAA","2.42"
"Sterling Bancorp, Inc.","SBT","147.6"
"SBT Bancorp Inc.","SBTB","70.78"
"Seacoast Commerce Bank","SCBH","119.01"
"SCI Engineered Materials Inc.","SCIA","4.4"
"Scientific Learning Corp.","SCIL","4.17"
"Scailex Corp.","SCIXF","125.99"
"Socket Mobile, Inc.","SCKT","5.87"
"Stellus Capital Investment Corporation","SCM","98.54"
"Scientific Industries Inc.","SCND","14.28"
"Sc Holdings Corp.","SCNG","1.69"
"Superconductor Technologies Inc.","SCON","2.41"
"School Specialty, Inc.","SCOO","1.75"
"comScore, Inc.","SCOR","159.67"
"scPharmaceuticals, Inc.","SCPH","117.39"
"Scope Industries","SCPJ","197.8"
"SouthCrest Financial Group Inc.","SCSG","47.66"
"Monitronics International, Inc.","SCTY","92.25"
"Shoe Carnival, Inc.","SCVL","195.73"
"L.S. Starrett Company (The)","SCX","21.54"
"Security Bancorp Inc.","SCYT","22.55"
"SCYNEXIS, Inc.","SCYX","32.1"
"Santa Cruz County Bank","SCZC","123.43"
"SandRidge Energy, Inc.","SD","30.41"
"STANDARD DIVERSIFIED INC.","SDI","108.5"
"Seadrill Partners LLC","SDLPF","1.28"
"Sandston Corp.","SDON",".68"
"Superior Drilling Products, Inc.","SDPI","8.02"
"Seadrill Limited","SDRL","258.21"
"SandRidge Mississippian Trust II","SDRMU","2.98"
"SandRidge Mississippian Trust I","SDTTU","3.36"
"SeaChange International, Inc.","SEAC","83.26"
"Secoo Holding Limited","SECO","241.16"
"Origin Agritech Limited","SEED","9.89"
"Apricus Biosciences, Inc","SEEL","13.92"
"Cleantech Solutions International, Inc.","SEII","3.11"
"Selecta Biosciences, Inc.","SELB","56.45"
"Global Self Storage, Inc.","SELF","24.89"
"Seneca Foods Corp.","SENEA","256.38"
"Strategic Environmental & Energy Resources, Inc.","SENR","5.24"
"Senseonics Holdings, Inc.","SENS","126.14"
"Sauer Energy Inc.","SENY",".35"
"Sernova Corp.","SEOVF","14.7"
"SuperGroup PLC Unsponsored ADR","SEPGY","107.75"
"Synthesis Energy Systems, Inc.","SES","2.85"
"SES Solar Inc.","SESI","1.1"
"SESEN BIO, INC.","SESN","43.38"
"Sound Financial Bancorp, Inc.","SFBC","59.6"
"SFB Bancorp Inc.","SFBK","7.69"
"Security Federal Corp.","SFDL","73.91"
"Safeguard Scientifics, Inc.","SFE","93.34"
"Santa Fe Financial Corp.","SFEF","45.28"
"Santa Fe Gold Corp.","SFEG","15.65"
"SAFE-T GRP-ADR","SFET",".1"
"Sports Field Holdings, Inc.","SFHI","3.32"
"Sector 5, Inc.","SFIV",".66"
"Southern First Bancshares, Inc.","SFST","164.87"
"Fang Holdings Limited","SFUN","165.39"
"Saga Communications, Inc.","SGA","165.26"
"Southwest Georgia Financial Corporation","SGB","42.44"
"SG Blocks, Inc.","SGBX","2.17"
"Superior Uniform Group, Inc.","SGC","125.42"
"Sigma Labs, Inc.","SGLB","3.61"
"SigmaTron International, Inc.","SGMA","11.96"
"Sugarmade Inc.","SGMD","2.23"
"SGOCO Group, Ltd","SGOC","77.63"
"SouthGobi Resources Ltd.","SGQRF","16.91"
"SPAR Group, Inc.","SGRP","13.8"
"Surgery Partners, Inc.","SGRY","252.86"
"Mantra Venture Group, Ltd.","SGSI",".82"
"Shore Bancshares Inc","SHBI","115.43"
"Seanergy Maritime Holdings Corp","SHIP","4.62"
"Sears Holdings Corporation","SHLDQ","15.82"
"Shiloh Industries, Inc.","SHLO","32.92"
"Shore Community Bank","SHRC","52.67"
"SharpSpring, Inc.","SHSP","71.66"
"Silvergate Capital Corporation","SI","166.7"
"Sino Agro Food Inc.","SIAF","4.33"
"Si-Bone Inc.","SIBN","237.3"
"SELECT INT CONC","SIC","31.98"
"Siebert Financial Corp.","SIEB","180.87"
"Sientra, Inc.","SIEN","59.98"
"SIFCO Industries, Inc.","SIF","12.3"
"Sify Technologies Limited","SIFY","27.33"
"Sigma Designs, Inc.","SIGM","8.55"
"Silicom Ltd","SILC","166.9"
"Simlatus Corp","SIML",".23"
"Symbid Corp.","SINC",".05"
"Singlepoint Inc.","SING","8.11"
"Sino-Global Shipping America, Ltd.","SINO","5.84"
"SINTX TECHNOLOGIES, INC.","SINT",".71"
"Solar Integrated Roofing Corporation","SIRC","3.61"
"SiTime Corporation","SITM","253.02"
"SITO Mobile, Ltd.","SITO","2.56"
"San Juan Basin Royalty Trust","SJT","86.69"
"Saker Aviation Services Inc.","SKAS","3.07"
"Sky Petroleum Inc.","SKPI","4.19"
"SkyShop Logistics Inc.","SKPN",".73"
"Skinvisible Inc.","SKVI",".14"
"Hotel Outsource Management International Inc.","SKYL","1.3"
"Sky Solar Holdings, Ltd.","SKYS","28.63"
"U.S. Silica Holdings, Inc.","SLCA","62.69"
"Select Bancorp, Inc.","SLCT","130.23"
"Solid Biosciences Inc.","SLDB","111.49"
"Super League Gaming, Inc.","SLGG","15.6"
"Sol-Gel Technologies Ltd.","SLGL","119.89"
"American Electric Technologies, Inc.","SLNG","15.46"
"Salon Media Group Inc.","SLNM","5.69"
"Capnia, Inc.","SLNO","73.29"
"Solera National Bancorp Inc.","SLRK","39.36"
"Flex Pharma, Inc.","SLRX","2.97"
"Galena Biopharma, Inc.","SLS","8.53"
"Select Sands Corp.","SLSDF","1.03"
"SM Energy Company","SM","119.77"
"Southern Missouri Bancorp, Inc.","SMBC","234.6"
"SmartFinancial, Inc.","SMBK","192.64"
"SMC Entertainment Inc.","SMCE",".62"
"Singing Machine Co.","SMDM","3.86"
"Sharps Compliance Corp","SMED","75.79"
"SEACOR Marine Holdings Inc.","SMHI","90.59"
"Smith-Midland Corp.","SMID","22.98"
"Schmitt Industries, Inc.","SMIT","9.85"
"Summit Midstream Partners, LP","SMLP","46.81"
"Semler Scientific Inc.","SMLR","215.5"
"Summit Financial Group, Inc.","SMMF","202.19"
"Summit Therapeutics PLC","SMMT","88.28"
"STANDARD METALS","SMPR","5.43"
"Stein Mart, Inc.","SMRT","18.35"
"Smith Micro Software, Inc.","SMSI","148.46"
"Wound Management Technologies, Inc.","SMTI","60.3"
"Sierra Metals Inc.","SMTS","105.49"
"SMTC Corporation","SMTX","55.54"
"Neuralstem, Inc.","SNCA","5.75"
"Synchronoss Technologies, Inc.","SNCR","164.44"
"SMART SAND INC","SND","25.72"
"Sundance Energy Australia Ltd.","SNDE","171.87"
"Sundial Growers Inc.","SNDL","51.11"
"Syndax Pharmaceuticals, Inc.","SNDX","241.62"
"Sanchez Energy Corporation","SNECQ","1.3"
"Senestech, Inc.","SNES","3.11"
"Security National Financial Corporation","SNFCA","80.12"
"Soligenix Inc.","SNGX","32.63"
"Sanchez Midstream Partners LP","SNMP","3.8"
"Sienna Biopharmaceuticals, Inc.","SNNAQ",".43"
"Sonoma Pharmaceuticals, Inc.","SNOA","6.59"
"New Senior Investment Group Inc.","SNR","151.67"
"Sunesis Pharmaceuticals, Inc.","SNSS","41.65"
"Sanuwave Health Inc.","SNWV","55.9"
"Angiosoma, Inc.","SOAN",".22"
"Sonic Foundry, Inc.","SOFO","16.3"
"Sotherly Hotels Inc.","SOHO","23.13"
"Sohu.com Inc.","SOHU","222.43"
"Solaris Oilfield Infrastructure, Inc.","SOI","237.25"
"Renesola Ltd.","SOL","36.19"
"ElectraMeccanica Vehicles Corp.","SOLO","40.38"
"Soliton, Inc.","SOLY","130.55"
"Southern Michigan Bancorp Inc.","SOMC","67"
"Southern National Bancorp of Virginia, Inc.","SONA","191.45"
"Akazoo S.A.","SONG","110.19"
"Sonim Technologies, Inc.","SONM","13.93"
"Source Capital, Inc.","SOR","212.58"
"SORL Auto Parts, Inc.","SORL","55.39"
"Sono-Tek Corp.","SOTK","28.38"
"SuperCom, Ltd.","SPCB","4.94"
"The Stephan Co.","SPCO","6.22"
"Spindle Inc.","SPDL",".01"
"Special Opportunities Fund, Inc.","SPE","67.84"
"South Plains Financial, Inc.","SPFI","262.9"
"Spectrum Group International Inc.","SPGZ","17.4"
"Starpharma Holdings Ltd.","SPHRY","175.21"
"Sophiris Bio, Inc.","SPHS","5.33"
"SPI Energy Co., Ltd.","SPI","9.48"
"Spark Energy, Inc.","SPKE","203.34"
"Steel Partners Holdings LP","SPLP","154.52"
"Superior Energy Services, Inc.","SPN","19.59"
"SeaSpine Holdings Corporation","SPNE","165.6"
"Spok Holdings, Inc.","SPOK","198.92"
"Spectrum Pharmaceuticals, Inc.","SPPI","208.05"
"Spero Therapeutics, Inc.","SPRO","125.83"
"Surge Components Inc.","SPRS","7.1"
"support.com, Inc.","SPRT","19.61"
"Sportsman's Warehouse Holdings, Inc.","SPWH","242.95"
"Sequential Brands Group, Inc.","SQBG","7.9"
"Sql Technologies Corp.","SQFL","181.98"
"Sequans Communications S.A.","SQNS","86.27"
"Social Reality Inc.","SRAX","31.63"
"ServiceSource International, Inc.","SREV","55.03"
"Seritage Growth Properties","SRG","283.41"
"Sprague Resources LP","SRLP","234.87"
"SADDLE RANCH","SRMX","2.34"
"Sorrento Therapeutics, Inc.","SRNE","284.7"
"Southern Banc Co.","SRNN","7.25"
"ProNAi Therapeutics, Inc.","SRRA","98.86"
"StarTek, Inc.","SRT","134.85"
"Sensus Healthcare, Inc.","SRTS","37.09"
"Surrey Bancorp","SRYB","48.97"
"Summit State Bank","SSBI","41.5"
"Stage Stores, Inc.","SSI","16.19"
"Strata Skin Sciences, Inc.","SSKN","29.1"
"SILVERSUN TECH","SSNT","9.7"
"Samson Oil & Gas Limited","SSNYY",".36"
"ShotSpotter Inc.","SSTI","271.64"
"SunLink Health Systems, Inc.","SSY","4.95"
"Staffing 360 Solutions, Inc.","STAF","3.42"
"Sturgis Bancorp Inc.","STBI","34.88"
"Insynergy Products, Inc.","STCB","175.02"
"Sterling Consolidated Corp","STCC","3.36"
"STEEL CONNECT, INC.","STCN","58.01"
"Sunlands Online Education Group Sponsored ADR","STG","161.26"
"Neuronetics, Inc.","STIM","24.83"
"SunOpta, Inc.","STKL","145.15"
"The ONE Group Hospitality, Inc.","STKS","34.36"
"Spotlight Innovation Inc.","STLT",".16"
"Stemline Therapeutics, Inc.","STML","171.78"
"StoneMor Partners L.P.","STON","40.65"
"STR Holdings Inc.","STRI","2.42"
"Sterling Construction Company Inc","STRL","225.64"
"Streamline Health Solutions, Inc.","STRM","20.3"
"Sutro Biopharma, Inc.","STRO","151.3"
"Stratus Properties Inc.","STRS","106.67"
"Strattec Security Corporation","STRT","59.21"
"Star Buffet Inc.","STRZ",".63"
"Satsuma Pharmaceuticals Inc.","STSA","267.34"
"Spirit of Texas Bancshares, Inc.","STXB","170.3"
"Stereotaxis Inc.","STXS","122.19"
"Sugar Creek Financial Corp.","SUGR","7.07"
"Aj Greentech Holdings Ltd.","SUIC","15.07"
"Summer Energy Holdings, Inc.","SUME","34.69"
"Summer Infant, Inc.","SUMR","4"
"Solar Senior Capital Ltd.","SUNS","115.53"
"Sunworks, Inc.","SUNW","2.11"
"Superior Industries International, Inc.","SUP","23.37"
"Grupo Supervielle S.A.","SUPV","131.53"
"Surface Oncology, Inc.","SURF","40.41"
"Severn Bancorp Inc","SVBI","67.1"
"Silver Bull Resources, Inc.","SVBL","8.77"
"Scheid Vineyards Inc.","SVIN","16.93"
"Mast Therapeutics, Inc.","SVRA","97.1"
"Servotronics, Inc.","SVT","16.92"
"Service Team, Inc.","SVTE",".89"
"Firsthand Technology Value Fund, Inc.","SVVC","21.51"
"Sierra Wireless, Inc.","SWIR","169.21"
"SWK Holdings Corp.","SWKH","109.59"
"Swiss Helvetia Fund, Inc. (The)","SWZ","82.52"
"SunCoke Energy, Inc.","SXC","260.43"
"China SXT Pharmaceuticals, Inc.","SXTC","15.53"
"Synlogic, Inc.","SYBX","65.15"
"Syncora Holdings Ltd.","SYCRF","30.64"
"Seychelle Environmental Technologies, Inc.","SYEV","1.46"
"Synthetic Biologics, Inc","SYN","4.58"
"Synacor, Inc.","SYNC","31.23"
"Synalloy Corporation","SYNL","104.58"
"Sypris Solutions, Inc.","SYPR","14.63"
"Syros Pharmaceuticals, Inc.","SYRS","244.77"
"SouthFirst Bancshares Inc.","SZBI","1.54"
"TravelCenters of America LLC","TA","47.51"
"Del Taco Restaurants, Inc.","TACO","94.19"
"TransAct Technologies Incorporated","TACT","33.98"
"Teucrium Agricultural ETF","TAGS","1.21"
"Taitron Components Incorporated","TAIT","12.31"
"Tantech Holdings Ltd.","TANH","26.83"
"Taoping Inc.","TAOP","15.27"
"Tapinator, Inc.","TAPM","1.65"
"ArTara Therapeutics, Inc.","TARA","157.76"
"Carrols Restaurant Group, Inc.","TAST","56.38"
